tweet_id,label
00BHHHP1,1
00UNMD0E,1
01AXPTJF,0
01HOEQJW,1
01JUKMAO,0
01V1X8XW,1
01VCVYR0,0
01VO7KBO,1
020SYHIL,1
02CQIJUI,0
02OLGGYV,0
02VDQ7JT,1
03VDEOFZ,0
03W32GF1,0
0415LSAN,1
047IZEE1,1
04BA7VQ9,1
04Q6QMSI,1
04UJ9Q31,1
04W0XJEJ,0
05277SI4,0
05OKQQBU,0
05PUPGUS,0
0749FDXA,0
078BED1W,1
07B3FVUX,0
07SO3YBG,1
07VBSV9R,1
07VRJ7KY,1
07ZUS2DD,1
08DJ5XND,1
08HY52OR,0
08ZVZMNA,1
09D4JMNJ,0
09DSYIQ7,0
09O38XEV,0
0A21KQ6M,0
0A5K6EBZ,0
0AKC7N18,1
0AVGJKYZ,0
0BJTMHMU,0
0BLHVV1M,0
0C4IZ2NQ,0
0C5GV66O,1
0CBOHX9M,1
0CCJ1SMQ,1
0CGQFX6F,0
0CQ3QSYS,1
0CXVNB4Q,1
0D33P1WR,1
0D3W2EG9,1
0D7OGTTQ,1
0DCGQEQD,0
0DFIQMAV,0
0DOD5YV1,1
0DSEXSUT,1
0E5E5VOC,0
0EILVR8Z,0
0ELNXTUQ,0
0F36Y853,0
0FCA4MPB,0
0FKEWN0K,1
0FOBE3OZ,0
0FX9QJAS,0
0G18CCZX,1
0G3S14B8,-1
0G5WK2AZ,1
0GB1F2Q5,-1
0GBJQZB7,0
0GG5Y3LI,1
0GOLHGV0,0
0H40XA1I,0
0HAAKCTM,1
0HZWVJSU,1
0HZZT3VB,1
0I1SE7QS,0
0I6TQSZE,0
0IBBENNY,1
0INHGQUR,0
0IRU7WSZ,1
0J1KH6IR,0
0JFPL4WS,0
0JOKLM2W,1
0JRF3UU6,1
0JWZZYP6,0
0K600HFK,0
0KIQZZ55,1
0KTRZU3F,1
0L5FPE0M,0
0LJU7D73,1
0M5P9LC5,1
0M738I3J,-1
0MKZBCYV,1
0MQ7K6CC,1
0NEYSYJE,1
0NM97TFK,0
0NYFVKVR,1
0OGKWRB6,0
0P0F7Z28,1
0P1W9RZV,1
0PKQN5ZH,0
0Q269J05,1
0QAJE1TS,0
0QP8BFOL,1
0QPJGR5L,0
0QY53C2D,0
0RBILGAY,0
0RLELG5C,1
0RPFLABS,0
0S7CQ4NM,1
0S94ZK8X,1
0SKCHVYQ,0
0SPN656F,1
0SYVQUV3,1
0T9M01HO,1
0TD9MYE7,-1
0TVVGK0Y,-1
0U5K9354,1
0UAS9KZ8,0
0UU0K2M9,1
0V0E36KX,0
0VJRIRF2,1
0VPWA7OP,1
0VZZVO8K,1
0WJ49YKS,1
0WRP7CRH,1
0WT10TDJ,1
0X5OKEGG,0
0X5XXYXV,0
0X7XSWH8,1
0X9NOJIT,0
0XA3P7K9,1
0XES42U3,0
0XG1BZYN,0
0XKCZLPF,0
0XLA0FDU,1
0XYD76FK,0
0Y09E8RV,1
0YDK8S9C,0
0YIZRXBP,1
0YJTCA8W,0
0YNM4HVC,0
0YTZPELQ,1
0Z2MDPDT,0
0Z2RHQDH,1
102U0YX3,0
107C2L0T,1
107DHDBX,1
10BYCU8A,0
10HEMN9C,0
10VK7LE1,0
10YYE0DC,1
10YZV5WC,0
10ZG51MZ,0
110TCSFM,1
11GUK2S1,1
11HBNHBZ,0
11IVYVX2,1
12L8FLPV,1
12NODYFQ,-1
12SDZ9RH,1
1389W54H,0
13BVQ17H,1
13IDRQ2L,0
13O16XLW,0
13P6K8QY,1
13UO9VDI,0
145PEZAA,0
146NWQHN,1
146W4L0B,0
14NPKO0I,0
14VKGQMD,0
156RKJ4J,0
15LXW89U,1
15T435VZ,1
15ZDGMGZ,0
16CSK3VX,1
16GABXU4,0
16M3GQBL,1
16QKOG7D,0
16UV84RZ,1
16X4WWOG,1
17CA2RAB,0
17U0TZP0,1
17V45OQY,0
17YJ5XC7,1
1810S3I5,0
18F24KHJ,0
18FGTXCX,0
18GHH8L1,0
18JWONSH,1
18KLKSIM,0
18LR28MW,0
18X8NIYZ,1
18YOVFEQ,1
195JQFF4,0
1960TJV9,1
19A3XHW0,0
19OCHYUN,1
19OQCFPQ,1
19R1ZAK4,0
19RFNUPU,1
19TXSZ4C,0
1A5329KK,0
1AEQBETN,0
1AGLX0FE,0
1AW8QSL4,0
1AYJQ9EZ,0
1AYVYRYQ,1
1BHJM0RW,1
1CDZ2D2P,1
1CQEHL9J,0
1CVJMZDF,1
1CW7IG3S,1
1D290KFF,0
1D89C1XQ,0
1DAIX0MA,1
1DNX3VRF,1
1E9EBK5B,0
1ENRJ53J,1
1EYYTF6R,1
1FDILM4A,0
1FELHUNC,1
1FQVXJOG,0
1FTFR0JD,0
1FUDDMOH,0
